Key,File,Type,UsedInMainMenu,NoTranslate,english,Spanish,latam
ammoJunkTurretLegend,items,Gun,,,Lendary Robotic Turret Ammo,Munición de torretas legendaria,Munición de torretas legendaria
ammoJunkTurretLegendAP,items,Gun,,,Lendary AP Robotic Turret Ammo,Munición perforante de torretas legendaria,Munición perforante de torretas legendaria
ammoJunkTurretLegendShell,items,Gun,,,Lendary Robotic Turret Shell Ammo,Munición de cartuchos de torretas legendaria,Munición de cartuchos de torretas legendaria
LSAH,items,Gun,,,[Unique] Swat Helmet,[Unique] Casco Swat,[Unique] Casco Swat
LSAA,items,Gun,,,[Unique] Swat Armor,[Unique] Armadura Swat,[Unique] Armadura Swat
LSAG,items,Gun,,,[Unique] Swat Gloves,[Unique] Guantes Swat,[Unique] Guantes Swat
LSAL,items,Gun,,,[Unique] Swat Leg Armor,[Unique] Armadura de piernas Swat,[Unique] Armadura de piernas Swat
LSAB,items,Gun,,,[Unique] Swat Boots,[Unique] Botas Swat,[Unique] Botas Swat
LMAH,items,Gun,,,[Unique] Military Helmet,[Unique] Casco Militar,[Unique] Casco Militar
LMAA,items,Gun,,,[Unique] Military Vest,[Unique] Armadura Militar,[Unique] Armadura Militar
LMAG,items,Gun,,,[Unique] Military Gloves,[Unique] Guantes Militares,[Unique] Guantes Militares
LMAL,items,Gun,,,[Unique] Military Leg Armor,[Unique] Armadura de piernas Militar,[Unique] Armadura de piernas Militar
LMAB,items,Gun,,,[Unique] Military Boots,[Unique] Botas Militares,[Unique] Botas Militares
drinkuwu,items,Gun,,,uwu juice,Juguito de uwu,Juguito de uwu
drinkowo,items,Gun,,,owo juice,Juguito de owo,Juguito de owo
drinkuwudesc,items,Gun,,,You feel uwu\n\nThis drink will restore all Hit Points and Stamine and will fill your food and water stats\n\nThis drink will cure any debuff and will protect you from them for a while,Te sientes uwu\n\nÉsta bebida llenará tu hp y estamina además de tu comida y agua\n\nÉsta bebida curará cualquier debuff que tengas y te protegerá de ellos por un tiempo,Te sientes uwu\n\nÉsta bebida llenará tu hp y estamina además de tu comida y agua\n\nÉsta bebida curará cualquier debuff que tengas y te protegerá de ellos por un tiempo 
drinkowodesc,items,Gun,,,Use it to balance player for events,Úsalo para balancear a los players en eventos,Úsalo para balancear a los players en eventos
[Mitico] Delta01,items,Gun,,,[Mytic] Delta01,[Mítico] Delta01,[Mítico] Delta01
[Mitico] Peacemaker,items,Gun,,,[Mytic] Peacemaker,[Mítico] Peacemaker,[Mítico] Peacemaker
[Mitico] Destroyer,items,Gun,,,[Mytic] Doombringer,[Mítico] Doombringer,[Mítico] Doombringer
[Mitico] One Shot,items,Gun,,,[Mytic] One Shot,[Mítico] One Shot,[Mítico] One Shot
[Mitico] Dominator,items,Gun,,,[Mytic] Dominator,[Mítico] Dominator,[Mítico] Dominator
[Mitico]_LCB,items,Gun,,,[Mytic] Arbalest,[Mítico] Arbalest,[Mítico] Arbalest
ResourceForgedPlatinum,items,consumable,,,Platinum Ingot,Lingote de Platino,Lingote de Platino
platinumdesc,items,desc,,,A special ingot that was crafted after melting rare ores and steel and forging it to the maxim degree\n\nLegends say that this material is used to make the strongest elements in history,Un lingote especial que fue elaborado después de fundir minerales raros con acero y forjarlo lo máximo posible\n\nLas leyendas dicen que este material se usa para fabricar los elementos más fuertes de la historia,Un lingote especial que fue elaborado después de fundir minerales raros con acero y forjarlo lo máximo posible\n\nLas leyendas dicen que este material se usa para fabricar los elementos más fuertes de la historia
practoniumdesc,items,desc,,,"A mysterious material that very powerful zombies tend to carry with them \nNo one knows for sure where it came from, but it has unique properties in the world, maybe they can be used to create items with that property","Un misterioso material que zombies muy poderosos tienden a llevarlo con ellos\nNadie sabe con seguridad de dónde salió, pero posee propiedades únicas en el mundo, tal vez pueden usarse para crear ítems con esa propiedad ","Un misterioso material que zombies muy poderosos tienden a llevarlo con ellos\nNadie sabe con seguridad de dónde salió, pero posee propiedades únicas en el mundo, tal vez pueden usarse para crear ítems con esa propiedad "
agua_divina,items,consumable,,,Divine Water,Agua Divina,Agua Divina
SPOmotoPlac,items,vehicle,,,[Legend] S.O. Motorcycle,[Legendaria] S.O. Motocicleta,[Legendaria] S.O. Motocicleta
SPO4x4PlacDesc,items,vehicle,,,Good old betsy\nNothing else to say lets roll!,La buena y vieja betsy\nNada más que decir a rodar!!,La buena y vieja betsy\nNada más que decir a rodar!!
SPO4x4Plac,items,vehicle,,,[Mytic] Special Operations 4x4,[Mítico] 4x4 de Operaciones Especiales,[Mítico] 4x4 de Operaciones Especiales
SPO4x4PlacDesc,items,vehicle,,,Special vehicle for the special operations,4x4 de Operaciones Especiales,4x4 Para las operaciones especiales más complicadas!,4x4 de Operaciones Especiales,4x4 Para las operaciones especiales más complicadas!
betsyPlac,items,vehicle,,,[Mytic] Betsy MK1,[Mítico] Betsy MK1,[Mítico] Betsy MK1
betsyPlac2,items,vehicle,,,[Mytic] Betsy MK2,[Mítico] Betsy MK2,[Mítico] Betsy MK2
betsyPlacDesc,items,vehicle,,,Good old betsy\nNothing else to say lets roll... wait is that a rocket???\n\n\nBetsyMK1 Have Less control but more Speed!,La buena y vieja betsy\nNada más que decir a rodar!!... espera es eso un cohete???\n\n\nBetsyMK1 Tiene Menos control pero más velocidad,La buena y vieja betsy\nNada más que decir a rodar!!... espera es eso un cohete???\n\n\nBetsyMK1 Tiene Menos control pero más velocidad
betsyPlacDesc2,items,vehicle,,,Good old betsy\nNothing else to say lets roll... wait is that a rocket???\n\n\nBetsyMK2 Have Less Speed but more Control!,La buena y vieja betsy\nNada más que decir a rodar!!... espera es eso un cohete???\n\n\nBetsyMK2 Tiene Menos velocidad pero más control,La buena y vieja betsy\nNada más que decir a rodar!!... espera es eso un cohete???\n\n\nBetsyMK2 Tiene Menos velocidad pero más control
resourceGunPowderBundle10k,items,bundle,,,Gunpowder (Stack of 10000),Pólvora (Stack de 10000),Pólvora (Stack de 10000)
resourceGunPowderBundle10kDesc,items,desc,,,Better gunpowder stack learn it at lvl 5 Demolition Expert,Un stack de pólvora más eficiente aprende a crearlo con Experto en Demoliciones lvl 5,Un stack de pólvora más eficiente aprende a crearlo con Experto en Demoliciones lvl 5
EAL,items,Schematic,,,Legendary Tactic AR Schematic,Esquema Legendario de AR Táctico,Esquema Legendario de AR Táctico
EALDesc,items,Schematic,,,Schematic for the AR Legandary Rifle,Esquema para el AR Táctico Legendario,Esquema para el AR Táctico Legendario
EEL,items,Schematic,,,Legendary Pump Shotgun Schematic,Esquema Legendario de Escopeta de Ponpeo,Esquema Legendario de Escopeta de Ponpeo
EELDesc,items,Schematic,,,Schematic for the Legandary Pump Shotgun,Esquema para la Escopeta de Popeo Legendaria,Esquema para la Escopeta de Popeo Legendaria
EFL,items,Schematic,,,Legendary Marksman Rifle Schematic,Esquema Legendario de Rifle de Tirador,Esquema Legendario de Rifle de Tirador
EFLDesc,items,Schematic,,,Schematic for the Legandary Marksman Rifle,Esquema para el Rifle de Tirador Legendario,Esquema para el Rifle de Tirador Legendario
EPL,items,Schematic,,,Legendary Magnum 44 Schematic,Esquema Legendario de Magnum 44,Esquema Legendario de Magnum 44 
EPLDesc,items,Schematic,,,Schematic for the Legandary Magnum 44,Esquema para la Magnum 44 Legendaria,Esquema para la Magnum 44 Legendaria
DbladeTrap,blocks,trap,,,Diamon Blade Trap,Trampa de hoja de diamante,Trampa de hoja de diamante
PTraDesc,blocks,trap,,,Premium Personal Trader,Un Trader personal Premium,Un Trader personal Premium
PTraderspname,blocks,unlock,,,Special Perk,Perk Especial,Perk Especial
proautoTurret,blocks,turrets,,,Advanced SMG Auto Turret,Torreta automática de SMG avanzada,Torreta automática de SMG avanzada
proshotgunTurret,blocks,turrets,,,Advanced Shotgun Auto Turret,Torreta automática de escopeta avanzada,Torreta automática de escopeta avanzada
proturretsdesc,blocks,desc,,,"Advanced version of the turrets it have damage/range doubled, power required reduced and cant be destroyed with projectiles,","Versión avanzada de las torretas, tiene su daño/rango duplicados, su poder nesesario reducido y no se pueden destruir con proyectiles","Versión avanzada de las torretas, tiene su daño/rango duplicados, su poder nesesario reducido y no se pueden destruir con proyectiles"
bafcom,progression,perk  book,,,Art of Mining - Completion,El arte de la minería - Finalizado,El arte de la minería - Finalizado
special,progression,Attribute,,,Special,Especial,Especial
spname,progression,Attribute,,,Attribute: Special,Atributo: Especial,Atributo: Especial
SpecialDesc,progression,Attribute,,,"Special Perks to Increase Late game, and uncloks special items creation.","Perk Especial para incrementar late game y desbloquear la creación de ítems especiales","Perk Especial para incrementar late game y desbloquear la creación de ítems especiales"
L_M,progression,Attribute,,,Master Books,Libros Maestros,Libros Maestros
A_S,progression,Attribute,,,Weapons Masteries,Maestría de Armas,Maestría de Armas
H_L,progression,Attribute,,,Advance Crafter,Creación Avanzada,Creación Avanzada

reqs1,progression,Attribute,,,Lvl 50 - 1 Point,Lvl 50 - 1 Puntos,Lvl 50 - 1 Puntos
reqs2,progression,Attribute,,,Lvl 100 - 1 Point,Lvl 100 - 1 Puntos,Lvl 100 - 1 Puntos
reqs3,progression,Attribute,,,Lvl 150 - 2 Points,Lvl 150 - 2 Puntos,Lvl 150 - 2 Puntos
reqs4,progression,Attribute,,,Lvl 200 - 2 Points,Lvl 200 - 2 Puntos,Lvl 200 - 2 Puntos
reqs5,progression,Attribute,,,Lvl 250 - 3 Points,Lvl 250 - 3 Puntos,Lvl 250 - 3 Puntos
reqs6,progression,Attribute,,,"Lvl 300 - 4 Points","Lvl 300 - 4 Puntos","Lvl 300 - 4 Puntos"
reqs7,progression,Attribute,,,"Lvl 300 - 5 Points","Lvl 300 - 5 Puntos","Lvl 300 - 5 Puntos"
reqs8,progression,Attribute,,,"Lvl 350 - 6 Points","Lvl 350 - 6 Puntos","Lvl 350 - 6 Puntos"


perkSpdesc1,progression,Attribute,,,Special LVL 1
perkSpdesc2,progression,Attribute,,,Special LVL 2
perkSpdesc3,progression,Attribute,,,Special LVL 3
perkSpdesc4,progression,Attribute,,,Special LVL 4
perkSpdesc5,progression,Attribute,,,Special LVL 5
perkSpdesc6,progression,Attribute,,,Special LVL 6
perkSpdesc7,progression,Attribute,,,Special LVL 7
perkSpdesc8,progression,Attribute,,,Special LVL 8
perkSpdesc9,progression,Attribute,,,Special LVL 9

PLMP,items,book,,,Pistol Master Cover page,Portada de Maestro de Pistolas,Portada de Maestro de Pistolas
PAMP1,items,book,,,Pistol Master Pages First half,Páginas Maestro de Pistolas primera mitad,Páginas Maestro de Pistolas primera mitad
PAMP2,items,book,,,Pistol Master Pages Second half,Páginas Maestro de Pistolas segunda mitad,Páginas Maestro de Pistolas segunda mitad

PLMRe,items,book,,,Revolver Master Cover page,Portada Maestro del Revólver,Portada Maestro del Revólver
PAMRe1,items,book,,,Revolver Master Pages First half,Páginas Maestro del Revólver primera mitad,Páginas Maestro del Revólver primera mitad
PAMRe2,items,book,,,Revolver Master Pages Second half,Páginas Maestro del Revólver segunda mitad,Páginas Maestro del Revólver segunda mitad

PLMR,items,book,,,Master Sniper Cover page,Portada de Maestro Francotirador,Portada de Maestro Francotirador
PAMR1,items,book,,,Master Sniper Pages First half,Páginas Maestro Francotirador primera mitad,Páginas Maestro Francotirador primera mitad
PAMR2,items,book,,,Master Sniper Pages Second half,Páginas Maestro Francotirador segunda mitad,Páginas Maestro Francotirador segunda mitad

PLME,items,book,,,Shotgun Master Cover page,Portada de Maestro de Escopetas,Portada de Maestro de Escopetas
PAME1,items,book,,,Shotgun Master Pages First half,Páginas Maestro de Escopetas primera mitad,Páginas Maestro de Escopetas primera mitad
PAME2,items,book,,,Shotgun Master Pages Second half,Páginas Maestro de Escopetas segunda mitad,Páginas Maestro de Escopetas segunda mitad

PLMT,items,book,,,Automatic Weapons Master Cover page,Portada de Maestro Tirador,Portada de Maestro Tirador
PAMT1,items,book,,,Automatic Weapons Master Pages First half,Páginas Maestro Tirador primera mitad,Páginas Maestro Tirador primera mitad
PAMT2,items,book,,,Automatic Weapons Master Pages Second half,Páginas Maestro Tirador segunda mitad,Páginas Maestro Tirador segunda mitad

PLMRa,items,book,,,Ranger Master Cover page,Portada Maestro Ranger,Portada Maestro Ranger
PAMRa1,items,book,,,Ranger Master Pages First half,Páginas Maestro Ranger primera mitad,Páginas Maestro Ranger primera mitad
PAMRa2,items,book,,,Ranger Master Pages Second half,Páginas Maestro Ranger segunda mitad,Páginas Maestro Ranger segunda mitad

PLMH,items,book,,,Blacksmith Master Cover page,Portada de Maestro Herrero,Portada de Maestro Herrero
PAMH1,items,book,,,Blacksmith Master Pages First half,Páginas Maestro Herrero primera mitad,Páginas Maestro Herrero primera mitad
PAMH2,items,book,,,Blacksmith Master Pages Second half,Páginas Maestro Herrero segunda mitad,Páginas Maestro Herrero segunda mitad

bookMPoSpear,items,books,,,Spear Master Cover page,Portada de Maestro de la Lanza,Portada de Maestro de la Lanza
bookMPa1Spear,items,books,,,Spear Master Pages First half,Páginas Maestro de la Lanza primera mitad,Páginas Maestro de la Lanza primera mitad
bookMPa2Spear,items,books,,,Spear Master Pages Second half,Páginas Maestro de la Lanza segunda mitad,Páginas Maestro de la Lanza segunda mitad

bookMPoBat,items,books,,,Mallet Master Cover page,Portada de Maestro del Mazo,Portada de Maestro del Mazo
bookMPa1Bat,items,books,,,Mallet Master Pages First half,Páginas Maestro del Mazo primera mitad,Páginas Maestro del Mazo primera mitad
bookMPa2Bat,items,books,,,Mallet Master Pages Second half,Páginas Maestro del Mazo segunda mitad,Páginas Maestro del Mazo segunda mitad

bookMPoFire,items,books,,,Demolition Master Cover page,Portada de Maestro Demoledor,Portada de Maestro Demoledor
bookMPa1Fire,items,books,,,Demolition Master Pages First half,Páginas Maestro Demoledor primera mitad,Páginas Maestro Demoledor primera mitad
bookMPa2Fire,items,books,,,Demolition Master Pages Second half,Páginas Maestro Demoledor segunda mitad,Páginas Maestro Demoledor segunda mitad

bookMPoBar,items,books,,,Brawler Master Cover page,Portada de Maestro Peleador,Portada de Maestro Peleador
bookMPa1Bar,items,books,,,Brawler Master Pages First half,Páginas Maestro Peleador primera mitad,Páginas Maestro Peleador primera mitad
bookMPa2Bar,items,books,,,Brawler Master Pages Second half,Páginas Maestro Peleador segunda mitad,Páginas Maestro Peleador segunda mitad

bookMPoStalk,items,books,,,Shadow Master Cover page,Portada de Maestro de las Sombras,Portada de Maestro de las Sombras
bookMPa1Stalk,items,books,,,Shadow Master Pages First half,Páginas Maestro de las Sombras primera mitad,Páginas Maestro de las Sombras primera mitad
bookMPa2Stalk,items,books,,,Shadow Master Pages Second half,Páginas Maestro de las Sombras segunda mitad,Páginas Maestro de las Sombras segunda mitad

PLMTec,items,book,,,Tech Master Cover page,Portada Maestro Tecnológico,Portada Maestro Tecnológico
PAMTec1,items,book,,,Tech Master Pages First half,Páginas Maestro Tecnológico primera mitad,Páginas Maestro Tecnológico primera mitad
PAMTec2,items,book,,,Tech Master Pages Second half,Páginas Maestro Tecnológico segunda mitad,Páginas Maestro Tecnológico segunda mitad

PLMAr,items,book,,,Armor Master Cover page,Portada Maestro de Armaduras,Portada Maestro de Armaduras
PAMAr1,items,book,,,Armor Master Pages First half,Páginas Maestro de Armaduras primera mitad,Páginas Maestro de Armaduras primera mitad
PAMAr2,items,book,,,Armor Master Pages Second half,Páginas Maestro de Armaduras segunda mitad,Páginas Maestro de Armaduras segunda mitad

PLMLoot,items,books,,,Looter Master Cover page,Portada de Maestro del Saqueo,Portada de Maestro del Saqueo
PAMLoot1,items,books,,,Looter Master Pages First half,Páginas Maestro del Saqueo primera mitad,Páginas Maestro del Saqueo primera mitad
PAMLoot2,items,books,,,Looter Master Pages Second half,Páginas Maestro del Saqueo segunda mitad,Páginas Maestro del Saqueo segunda mitad

PLMTrea,items,books,,,Adventurer Master Cover page,Portada de Maestro Aventurero,Portada de Maestro Aventurero
PAMTrea1,items,books,,,Adventurer Master Pages First half,Páginas Maestro Aventurero primera mitad,Páginas Maestro Aventurero primera mitad
PAMTrea2,items,books,,,Adventurer Master Pages Second half,Páginas Maestro Aventurero segunda mitad,Páginas Maestro Aventurero segunda mitad

bookMPoGHeir,items,books,,,Infiltrator Master Cover page,Portada de Maestro Infiltrador,Portada de Maestro Infiltrador
bookMPa1GHeir,items,books,,,Infiltrator Master Pages First half,Páginas Maestro Infiltrador primera mitad,Páginas Maestro Infiltrador primera mitad
bookMPa2GHeir,items,books,,,Infiltrator Master Pages Second half,Páginas Maestro Infiltrador segunda mitad,Páginas Maestro Infiltrador segunda mitad

bookMPoHunt,items,books,,,Hunter Master Cover page,Portada de Maestro Cazador,Portada de Maestro Cazador
bookMPa1Hunt,items,books,,,Hunter Master Pages First half,Páginas Maestro Cazador primera mitad,Páginas Maestro Cazador primera mitad
bookMPa2Hunt,items,books,,,Hunter Master Pages Second half,Páginas Maestro Cazador segunda mitad,Páginas Maestro Cazador segunda mitad

bookMaestroPistol,items,book,,,[MB] Pistol Master,[LM] Maestro Pistolero,[LM] Maestro Pistolero
bookMaestroShot,items,book,,,[MB] Shotgun Master,[LM] Maestro Escopetero,[LM] Maestro Escopetero
bookMaestroSnip,items,book,,,[MB] Automatic Weapons Master,[LM] Maestro Tirador,[LM] Maestro Tirador
bookMaestroAuto,items,book,,,[MB] Master Sniper,[LM] Maestro Francotirador,[LM] Maestro Francotirador
bookMaestroTech,items,book,,,[MB] Tech Master,[LM] Maestro Tecnológico,[LM] Maestro Tecnológico
bookMaestroTools,items,book,,,[MB] Blacksmith Master,[LM] Maestro Herrero,[LM] Maestro Herrero
bookMaestroRan,items,book,,,[MB] Ranger Master,[LM] Maestro Ranger,[LM] Maestro Ranger
bookMaestroArm,items,book,,,[MB] Tank Master,[LM] Maestro Tanque,[LM] Maestro Tanque
bookMaestroRev,items,book,,,[MB] Revolver Master,[LM] Maestro del Revólver,[LM] Maestro del Revólver
bookMaestroLoot,items,book,,,[MB] Looter Master,[LM] Maestro del Saqueo,[LM] Maestro del Saqueo
bookMaestroTrea,items,book,,,[MB] Adventurer Master,[LM] Maestro Aventurero,[LM] Maestro Aventurero
bookMaestroBat,items,books,,,[MB] Mallet Master,[LM] Maestro del Mazo,[LM] Maestro del Mazo
bookMaestroBar,items,books,,,[MB] Brawler Master,[LM] Maestro Peleador,[LM] Maestro Peleador
bookMaestroFire,items,books,,,[MB] Demolition Master,[LM] Maestro Demoledor,[LM] Maestro Demoledor
bookMaestroGHeir,items,book,,,[MB] Infiltrator Master,[LM] Maestro Infiltrador,[LM] Maestro Infiltrador
bookMaestroHunt,items,book,,,[MB] Hunter Master,[LM] Maestro Cazador,[LM] Maestro Cazador
bookMaestroStalk,items,book,,,[MB] Shadow Master,[LM] Maestro de las Sombras,[LM] Maestro de las Sombras
bookMaestroSpear,items,book,,,[MB] Spear Master,[LM] Maestro de la Lanza,[LM] Maestro de la Lanza
Maestro Fashionista,items,books,,,Fashion Master,Maestro de Moda,Maestro de Moda

LMASP,items,mod,,,Military armor plate,Placa de armadura militar,Placa de armadura militar
LSASP,items,mod,,,Swat armor plate,Placa de armadura de swat,Placa de armadura de swat
casinoCoinD,items,coin,,,Platinum Coin,Platinum Coin,Platinum Coin
[Mitico] Martillo Divino,items,tool,,,[Mytic] Divine Hammer,[Mítico] Martillo Divino,[Mítico] Martillo Divino
[Legendario] Llave Inglesa,items,tool,,,[Legend] Wrench,[Legendario] Llave Inglesa,[Legendario] Llave Inglesa
[Legendario] Destornillador de Impacto,items,tool,,,[Legend] Impact Driver,[Legendario] Destornillador de Impacto,[Legendario] Destornillador de Impacto
[Legendario] Pico de acero,items,tool,,,[Legend] Steel Pickaxe,[Legendario] Pico de acero,[Legendario] Pico de acero
[Legendario] Hacha de Acero,items,tool,,,[Legend] Steel Axe,[Legendario] Hacha de Acero,[Legendario] Hacha de Acero
[Legendario] Nailgun,items,tool,,,[Legend] Nailgun,[Legendario] Nailgun,[Legendario] Nailgun
[Legendario] Lentes Definitivos,items,tool,,,[Legend] Ultimate Glasses,[Legend] Lentes Definitivos,[Legend] Lentes Definitivos
[Legendario] Lentes Definitivos2,items,tool,,,[Legend] Ultimate Glasses NV,[Legend] Lentes Definitivos VN,[Legend] Lentes Definitivos VN
[Legendario] Barrena,items,tool,,,[Legend] Auger,[Legendario] Barrena,[Legendario] Barrena
[Legendario] Motosierra,items,tool,,,[Legend] Chainsaw,[Legendario] Motosierra,[Legendario] Motosierra

[Donacion] Martillo Divino,items,tool,,,[Donation] Divine Hammer,[Donación] Martillo Divino,[Donación] Martillo Divino
[Donacion] Destornillador de Impacto,items,tool,,,[Donation] Impact Driver,[Donación] Destornillador de Impacto,[Donación] Destornillador de Impacto
[Donacion] Pico de acero,items,tool,,,[Donation] Steel Pickaxe,[Donación] Pico de acero,[Donación] Pico de acero
[Donacion] Hacha de Acero,items,tool,,,[Donation] Steel Axe,[Donación] Hacha de Acero,[Donación] Hacha de Acero
[Donacion] Nailgun,items,tool,,,[Donation] Nailgun,[Donación] Nailgun,[Donación] Nailgun
[Donacion] Barrena,items,tool,,,[Donation] Auger,[Donación] Barrena,[Donación] Barrena
[Donacion] Motosierra,items,tool,,,[Legend] Chainsaw,[Legendario] Motosierra,[Legendario] Motosierra

Mazo_de_Thor,items,weapon,,,[Mytic] Thor Hammer 300 uses,[Mítico] Martillo de Thor 300 usos,[Mítico] Martillo de Thor 300 usos
MDTI,items,weapon,,,"This is an imitation of the mytic Thor hammer, can only cointain his mighty power 300 times","Ésta es una imitación del poderoso martillo de Thor, solo puede contener su poder durante 300 usos","Ésta es una imitación del poderoso martillo de Thor, solo puede contener su poder durante 300 usos"
resourceCoalBundle10k,items,Item,,,Stack of Coal (10000),Pila de carbón (10000),Pila de carbón (10000)
resourceGunPowderBundle10k,items,Item,,,Stack of Gun Powder (10000),Pila de Pólvora (10000),Pila de Pólvora (10000)
resourceClayLumpBundle15k,items,Item,,,Stack of Clay (15000),Pila de Arcilla (15000),Pila de Arcilla (15000)
resourceRockSmallBundle10k,items,Item,,,Stack of Rock (10000),Pila de Roca (10000),Pila de Roca (10000)
resourceWoodBundle10k,items,Item,,,Stack of Wood (10000),Pila de Madera (10000),Pila de Madera (10000)
resourceScrapIronBundle10k,items,Item,,,Stack of Iron (10000),Pila de Hierro (10000),Pila de Hierro (10000)
resourcePotassiumNitratePowderBundle10k,items,Item,,,Stack of Nitrate Powder (10000),Pila de pólvora de nitrato  (10000),Pila de pólvora de nitrato  (10000)
resourceLeadBundle10k,items,Item,,,Stack of Lead (10000),Pila de Plomo (10000),Pila de Plomo (10000)
resourceOilShaleBundle10k,items,Item,,,Stack of Oil Shale (10000),Pila de Esquisto Bituminoso (10000),Pila de Esquisto Bituminoso (10000)
bammoBundle44MagnumBulletAP,items,Ammo,,,Box of AP .44 Magnum Ammo (1000),Caja de munición AP .44 Magnum (1000),Caja de munición AP .44 Magnum (1000)
bammoBundle44MagnumBulletBall,items,Ammo,,,Box of 44 Magnum Ammo (1000),Caja de munición 44 Magnum (1000),Caja de munición 44 Magnum (1000)
